**Case**,_Angular_,_React_,_Vue_
**Initial Release**,September 2016,May 2013,February 2014
**Sponsor**,Google,Facebook,_Independent_
**Contributors**,904 Contributors,"1,290 Contributors",270 Contributors
"**Weekly Downloads** (as of April 21, 2019)","405,811","4,588,442","894,590"
**Size of Ecosystem**,"14,241 Modules","40,225 Modules","12,393 Modules"
